,record_number,IE_NB,NS_NB,TF_NB,JP_NB
55,55,0.3787515006002401,0.7394957983193278,0.5570228091236494,0.44357743097238894
56,56,0.37755102040816324,0.7202881152460985,0.5576230492196879,0.44417767106842737
57,57,0.3955582232893157,0.3067226890756303,0.563625450180072,0.536014405762305
58,58,0.3799519807923169,0.7400960384153662,0.5588235294117647,0.4417767106842737
59,59,0.3793517406962785,0.7394957983193278,0.5576230492196879,0.4429771908763505
60,60,0.38055222088835533,0.7406962785114045,0.5588235294117647,0.44417767106842737
61,61,0.3871548619447779,0.7346938775510204,0.556422569027611,0.44657863145258103
62,62,0.3787515006002401,0.7545018007202882,0.5630252100840336,0.44537815126050423
63,63,0.37815126050420167,0.7202881152460985,0.5570228091236494,0.44417767106842737
64,64,0.3943577430972389,0.3067226890756303,0.5624249699879952,0.5348139255702281
65,65,0.3787515006002401,0.7406962785114045,0.556422569027611,0.44357743097238894
66,66,0.3787515006002401,0.7406962785114045,0.556422569027611,0.44357743097238894
67,67,0.3787515006002401,0.7406962785114045,0.556422569027611,0.44357743097238894
68,68,0.3787515006002401,0.7406962785114045,0.556422569027611,0.44357743097238894
69,69,0.3787515006002401,0.7406962785114045,0.5570228091236494,0.44357743097238894
70,70,0.3787515006002401,0.741296518607443,0.5558223289315727,0.4429771908763505
71,71,0.37815126050420167,0.7202881152460985,0.5576230492196879,0.44417767106842737
72,72,0.3949579831932773,0.297719087635054,0.5642256902761105,0.5366146458583433
73,73,0.3799519807923169,0.741296518607443,0.556422569027611,0.44057623049219685
74,74,0.3793517406962785,0.7466986794717887,0.5570228091236494,0.44237695078031214
75,75,0.38115246098439376,0.741296518607443,0.5570228091236494,0.44357743097238894
76,76,0.39195678271308526,0.7232893157262905,0.5558223289315727,0.4459783913565426
77,77,0.3793517406962785,0.7274909963985594,0.5726290516206483,0.4477791116446579
78,78,0.37695078031212487,0.71968787515006,0.5570228091236494,0.44357743097238894
79,79,0.3937575030012005,0.29711884753901563,0.5630252100840336,0.5348139255702281
80,80,0.3787515006002401,0.741296518607443,0.5546218487394958,0.4429771908763505
81,81,0.3787515006002401,0.741296518607443,0.5546218487394958,0.4429771908763505
82,82,0.3787515006002401,0.741296518607443,0.5546218487394958,0.4429771908763505
83,83,0.3787515006002401,0.741296518607443,0.553421368547419,0.44357743097238894
84,84,0.3787515006002401,0.741296518607443,0.5552220888355343,0.4429771908763505
85,85,0.37755102040816324,0.71968787515006,0.5576230492196879,0.44417767106842737
86,86,0.3949579831932773,0.30012004801920766,0.563625450180072,0.5366146458583433
87,87,0.38055222088835533,0.737094837935174,0.5588235294117647,0.4411764705882353
88,88,0.37815126050420167,0.7298919567827131,0.5570228091236494,0.4429771908763505
89,89,0.38055222088835533,0.741296518607443,0.556422569027611,0.44357743097238894
90,90,0.3877551020408163,0.7208883553421368,0.556422569027611,0.44657863145258103
91,91,0.3787515006002401,0.7352941176470589,0.5738295318127251,0.44837935174069626
92,92,0.37755102040816324,0.7166866746698679,0.556422569027611,0.44417767106842737
93,93,0.3937575030012005,0.2995198079231693,0.5624249699879952,0.5348139255702281
94,94,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
95,95,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
96,96,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
97,97,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
98,98,0.3793517406962785,0.741296518607443,0.5570228091236494,0.44357743097238894
99,99,0.39315726290516206,0.3067226890756303,0.5624249699879952,0.5342136854741897
100,100,0.3787515006002401,0.7142857142857143,0.5558223289315727,0.44417767106842737
101,101,0.37815126050420167,0.7142857142857143,0.5582232893157263,0.44357743097238894
102,102,0.37755102040816324,0.71968787515006,0.5576230492196879,0.4447779111644658
103,103,0.37755102040816324,0.7190876350540216,0.5582232893157263,0.44417767106842737
104,104,0.37815126050420167,0.7202881152460985,0.5582232893157263,0.44417767106842737
105,105,0.37815126050420167,0.7106842737094838,0.5576230492196879,0.44417767106842737
106,106,0.38835534213685474,0.4963985594237695,0.556422569027611,0.5294117647058824
107,107,0.37815126050420167,0.7202881152460985,0.5582232893157263,0.44417767106842737
108,108,0.37815126050420167,0.7202881152460985,0.5582232893157263,0.44417767106842737
109,109,0.37815126050420167,0.7202881152460985,0.5582232893157263,0.44417767106842737
110,110,0.37815126050420167,0.7202881152460985,0.5582232893157263,0.44417767106842737
111,111,0.37815126050420167,0.7202881152460985,0.5582232893157263,0.44417767106842737
112,112,0.3949579831932773,0.3115246098439376,0.5624249699879952,0.5378151260504201
113,113,0.3949579831932773,0.31212484993997597,0.563625450180072,0.5348139255702281
114,114,0.3949579831932773,0.32292917166866747,0.5630252100840336,0.5366146458583433
115,115,0.39735894357743096,0.2995198079231693,0.5624249699879952,0.5378151260504201
116,116,0.3955582232893157,0.2995198079231693,0.5648259303721489,0.5378151260504201
117,117,0.39315726290516206,0.3067226890756303,0.5624249699879952,0.5354141656662665
118,118,0.3949579831932773,0.2893157262905162,0.5630252100840336,0.5402160864345739
119,119,0.3949579831932773,0.29591836734693877,0.563625450180072,0.5366146458583433
120,120,0.3949579831932773,0.297719087635054,0.563625450180072,0.536014405762305
121,121,0.3949579831932773,0.297719087635054,0.563625450180072,0.536014405762305
122,122,0.3949579831932773,0.297719087635054,0.5630252100840336,0.5354141656662665
123,123,0.3949579831932773,0.29831932773109243,0.563625450180072,0.5366146458583433
124,124,0.3799519807923169,0.7100840336134454,0.5570228091236494,0.4399759903961585
125,125,0.3817527010804322,0.7376950780312125,0.5582232893157263,0.44237695078031214
126,126,0.3877551020408163,0.7082833133253301,0.5582232893157263,0.44237695078031214
127,127,0.3799519807923169,0.7142857142857143,0.5684273709483794,0.44837935174069626
128,128,0.3787515006002401,0.7112845138055222,0.5594237695078031,0.4411764705882353
129,129,0.3937575030012005,0.31032412965186074,0.5600240096038416,0.5354141656662665
130,130,0.3799519807923169,0.741296518607443,0.5594237695078031,0.4429771908763505
131,131,0.3799519807923169,0.741296518607443,0.5588235294117647,0.4417767106842737
132,132,0.3799519807923169,0.741296518607443,0.5588235294117647,0.4417767106842737
133,133,0.38055222088835533,0.741296518607443,0.5570228091236494,0.4417767106842737
134,134,0.38055222088835533,0.741296518607443,0.5588235294117647,0.44057623049219685
135,135,0.38115246098439376,0.7539015606242497,0.5576230492196879,0.44357743097238894
136,136,0.3871548619447779,0.7034813925570228,0.5552220888355343,0.4447779111644658
137,137,0.3793517406962785,0.7202881152460985,0.5720288115246098,0.4549819927971189
138,138,0.37815126050420167,0.7112845138055222,0.5576230492196879,0.44357743097238894
139,139,0.3937575030012005,0.3133253301320528,0.5624249699879952,0.5342136854741897
140,140,0.3787515006002401,0.741296518607443,0.5570228091236494,0.4429771908763505
141,141,0.3787515006002401,0.741296518607443,0.5570228091236494,0.4429771908763505
142,142,0.3787515006002401,0.741296518607443,0.5570228091236494,0.4429771908763505
143,143,0.3787515006002401,0.7436974789915967,0.5552220888355343,0.4429771908763505
144,144,0.3787515006002401,0.741296518607443,0.5576230492196879,0.4429771908763505
145,145,0.3895558223289316,0.71968787515006,0.5594237695078031,0.4459783913565426
146,146,0.38115246098439376,0.7322929171668667,0.5732292917166867,0.45018007202881155
147,147,0.3799519807923169,0.7184873949579832,0.5588235294117647,0.4447779111644658
148,148,0.3943577430972389,0.32232893157262904,0.5618247298919568,0.5354141656662665
149,149,0.38055222088835533,0.741296518607443,0.5576230492196879,0.44417767106842737
150,150,0.38115246098439376,0.741296518607443,0.5588235294117647,0.44357743097238894
151,151,0.38115246098439376,0.741296518607443,0.5588235294117647,0.44357743097238894
152,152,0.3817527010804322,0.741296518607443,0.5570228091236494,0.44417767106842737
153,153,0.38055222088835533,0.741296518607443,0.5588235294117647,0.44417767106842737
154,154,0.3859543817527011,0.7184873949579832,0.5714285714285714,0.45558223289315725
155,155,0.38835534213685474,0.7058823529411765,0.556422569027611,0.4477791116446579
156,156,0.39615846338535415,0.29831932773109243,0.5618247298919568,0.5354141656662665
157,157,0.3871548619447779,0.7256902761104442,0.5570228091236494,0.4459783913565426
158,158,0.3871548619447779,0.7244897959183674,0.5570228091236494,0.4459783913565426
159,159,0.3871548619447779,0.7244897959183674,0.5570228091236494,0.4459783913565426
160,160,0.3877551020408163,0.7280912364945978,0.5570228091236494,0.44657863145258103
161,161,0.3871548619447779,0.7274909963985594,0.556422569027611,0.44657863145258103
162,162,0.3787515006002401,0.7262905162064826,0.5738295318127251,0.4489795918367347
163,163,0.3943577430972389,0.3007202881152461,0.563625450180072,0.5366146458583433
164,164,0.3787515006002401,0.7292917166866747,0.575030012004802,0.44837935174069626
165,165,0.3787515006002401,0.7292917166866747,0.5726290516206483,0.4489795918367347
166,166,0.3787515006002401,0.7292917166866747,0.5726290516206483,0.4489795918367347
167,167,0.3787515006002401,0.7346938775510204,0.575030012004802,0.44837935174069626
168,168,0.3787515006002401,0.734093637454982,0.5726290516206483,0.44837935174069626
169,169,0.39255702280912363,0.3085234093637455,0.5612244897959183,0.5336134453781513
170,170,0.37755102040816324,0.7172869147659063,0.556422569027611,0.44417767106842737
171,171,0.37755102040816324,0.7190876350540216,0.5570228091236494,0.44417767106842737
172,172,0.37755102040816324,0.7190876350540216,0.5570228091236494,0.44417767106842737
173,173,0.37755102040816324,0.71968787515006,0.556422569027611,0.44417767106842737
174,174,0.37755102040816324,0.7190876350540216,0.5576230492196879,0.44417767106842737
175,175,0.3937575030012005,0.2965186074429772,0.5624249699879952,0.5342136854741897
176,176,0.3937575030012005,0.29831932773109243,0.5624249699879952,0.5348139255702281
177,177,0.3937575030012005,0.29831932773109243,0.5624249699879952,0.5348139255702281
178,178,0.3937575030012005,0.29711884753901563,0.5624249699879952,0.5348139255702281
179,179,0.3937575030012005,0.29831932773109243,0.5624249699879952,0.5348139255702281
180,180,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
181,181,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
182,182,0.3793517406962785,0.741296518607443,0.5552220888355343,0.44357743097238894
183,183,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
184,184,0.3787515006002401,0.741296518607443,0.556422569027611,0.44357743097238894
185,185,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
186,186,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
187,187,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
188,188,0.3793517406962785,0.741296518607443,0.556422569027611,0.44357743097238894
189,189,0.3787515006002401,0.741296518607443,0.556422569027611,0.44357743097238894
190,190,0.39195678271308526,0.29831932773109243,0.5570228091236494,0.4411764705882353
191,191,0.38055222088835533,0.2767106842737095,0.5570228091236494,0.4411764705882353
192,192,0.3799519807923169,0.2725090036014406,0.5576230492196879,0.44057623049219685
193,193,0.3799519807923169,0.27190876350540216,0.5570228091236494,0.4411764705882353
194,194,0.3793517406962785,0.2767106842737095,0.5576230492196879,0.4411764705882353
195,195,0.39195678271308526,0.2845138055222089,0.5570228091236494,0.5348139255702281
196,196,0.38055222088835533,0.2863145258103241,0.5558223289315727,0.4381752701080432
197,197,0.3799519807923169,0.28691476590636256,0.5570228091236494,0.4417767106842737
198,198,0.38115246098439376,0.29591836734693877,0.5582232893157263,0.4411764705882353
199,199,0.3835534213685474,0.2737094837935174,0.5570228091236494,0.44417767106842737
200,200,0.3799519807923169,0.27310924369747897,0.5582232893157263,0.4531812725090036
201,201,0.3793517406962785,0.27611044417767105,0.5576230492196879,0.4411764705882353
202,202,0.39255702280912363,0.2857142857142857,0.5582232893157263,0.5336134453781513
203,203,0.3799519807923169,0.2755102040816326,0.5570228091236494,0.4417767106842737
204,204,0.3799519807923169,0.27310924369747897,0.5570228091236494,0.4411764705882353
205,205,0.3799519807923169,0.27310924369747897,0.5570228091236494,0.4411764705882353
206,206,0.38055222088835533,0.2755102040816326,0.5558223289315727,0.4411764705882353
207,207,0.3799519807923169,0.27310924369747897,0.5570228091236494,0.4411764705882353
208,208,0.3937575030012005,0.741296518607443,0.5570228091236494,0.4429771908763505
209,209,0.3949579831932773,0.741296518607443,0.5582232893157263,0.44237695078031214
210,210,0.39315726290516206,0.7430972388955582,0.5570228091236494,0.4429771908763505
211,211,0.3943577430972389,0.712484993997599,0.5582232893157263,0.4429771908763505
212,212,0.39915966386554624,0.3157262905162065,0.5588235294117647,0.5276110444177671
213,213,0.3955582232893157,0.5600240096038416,0.556422569027611,0.4429771908763505
214,214,0.3943577430972389,0.6932773109243697,0.5570228091236494,0.4429771908763505
215,215,0.3949579831932773,0.6968787515006002,0.5570228091236494,0.4429771908763505
216,216,0.4009603841536615,0.6968787515006002,0.5576230492196879,0.4411764705882353
217,217,0.3937575030012005,0.7172869147659063,0.5570228091236494,0.44237695078031214
218,218,0.3949579831932773,0.7118847539015606,0.5582232893157263,0.4429771908763505
219,219,0.3979591836734694,0.31512605042016806,0.5594237695078031,0.5258103241296519
220,220,0.3943577430972389,0.741296518607443,0.5570228091236494,0.4429771908763505
221,221,0.3943577430972389,0.741296518607443,0.5570228091236494,0.4429771908763505
222,222,0.3943577430972389,0.741296518607443,0.5570228091236494,0.4429771908763505
223,223,0.3943577430972389,0.741296518607443,0.5570228091236494,0.4429771908763505
224,224,0.3943577430972389,0.741296518607443,0.5570228091236494,0.4429771908763505
225,225,0.38055222088835533,0.7400960384153662,0.5582232893157263,0.44237695078031214
226,226,0.38055222088835533,0.7376950780312125,0.5570228091236494,0.44357743097238894
227,227,0.3799519807923169,0.71968787515006,0.5576230492196879,0.4429771908763505
228,228,0.3949579831932773,0.2935174069627851,0.5570228091236494,0.5162064825930373
229,229,0.38115246098439376,0.7352941176470589,0.5558223289315727,0.44237695078031214
230,230,0.38055222088835533,0.7328931572629052,0.5570228091236494,0.4429771908763505
231,231,0.38055222088835533,0.7388955582232893,0.5582232893157263,0.4429771908763505
232,232,0.3865546218487395,0.7262905162064826,0.5570228091236494,0.4417767106842737
233,233,0.3799519807923169,0.7424969987995198,0.5570228091236494,0.44237695078031214
234,234,0.3799519807923169,0.7190876350540216,0.5576230492196879,0.4429771908763505
235,235,0.3937575030012005,0.29471788715486197,0.5582232893157263,0.5186074429771909
236,236,0.3799519807923169,0.741296518607443,0.5570228091236494,0.4429771908763505
237,237,0.3799519807923169,0.741296518607443,0.5570228091236494,0.4429771908763505
238,238,0.3799519807923169,0.741296518607443,0.5570228091236494,0.4429771908763505
239,239,0.3799519807923169,0.741296518607443,0.5570228091236494,0.4429771908763505
240,240,0.3799519807923169,0.741296518607443,0.5570228091236494,0.4429771908763505
241,241,0.38115246098439376,0.7418967587034814,0.5576230492196879,0.4429771908763505
242,242,0.38115246098439376,0.7142857142857143,0.5576230492196879,0.4429771908763505
243,243,0.3949579831932773,0.290516206482593,0.5576230492196879,0.5192076830732293
244,244,0.3817527010804322,0.5912364945978391,0.556422569027611,0.44237695078031214
245,245,0.38055222088835533,0.6692677070828331,0.5570228091236494,0.4429771908763505
246,246,0.3817527010804322,0.7046818727490997,0.5588235294117647,0.44237695078031214
247,247,0.38895558223289317,0.6968787515006002,0.5576230492196879,0.4411764705882353
248,248,0.38115246098439376,0.7010804321728692,0.5588235294117647,0.4411764705882353
249,249,0.38115246098439376,0.7148859543817527,0.5588235294117647,0.44237695078031214
250,250,0.3937575030012005,0.290516206482593,0.5588235294117647,0.5192076830732293
251,251,0.38055222088835533,0.741296518607443,0.5570228091236494,0.44237695078031214
252,252,0.38055222088835533,0.741296518607443,0.5576230492196879,0.44237695078031214
253,253,0.38055222088835533,0.741296518607443,0.5576230492196879,0.44237695078031214
254,254,0.38055222088835533,0.7400960384153662,0.556422569027611,0.44237695078031214
255,255,0.38055222088835533,0.741296518607443,0.5576230492196879,0.44237695078031214
256,256,0.38055222088835533,0.7136854741896759,0.5576230492196879,0.44357743097238894
257,257,0.3949579831932773,0.2917166866746699,0.556422569027611,0.5042016806722689
258,258,0.3817527010804322,0.7028811524609844,0.5558223289315727,0.4429771908763505
259,259,0.38055222088835533,0.7082833133253301,0.5570228091236494,0.4429771908763505
260,260,0.38115246098439376,0.7424969987995198,0.5582232893157263,0.4429771908763505
261,261,0.3871548619447779,0.7022809123649459,0.5570228091236494,0.4417767106842737
262,262,0.38115246098439376,0.7136854741896759,0.5582232893157263,0.4429771908763505
263,263,0.38055222088835533,0.7088835534213686,0.5576230492196879,0.44357743097238894
264,264,0.3943577430972389,0.29111644657863145,0.5582232893157263,0.5090036014405762
265,265,0.38055222088835533,0.7328931572629052,0.5570228091236494,0.44357743097238894
266,266,0.38055222088835533,0.7334933973589436,0.5570228091236494,0.4429771908763505
267,267,0.38055222088835533,0.7334933973589436,0.5570228091236494,0.4429771908763505
268,268,0.38115246098439376,0.7418967587034814,0.5558223289315727,0.4429771908763505
269,269,0.38055222088835533,0.7406962785114045,0.5570228091236494,0.44357743097238894
270,270,0.3943577430972389,0.29411764705882354,0.5594237695078031,0.5132052821128451
271,271,0.38055222088835533,0.7064825930372148,0.5576230492196879,0.4429771908763505
272,272,0.38055222088835533,0.7070828331332533,0.5576230492196879,0.4429771908763505
273,273,0.3799519807923169,0.712484993997599,0.5570228091236494,0.4429771908763505
274,274,0.3799519807923169,0.7106842737094838,0.5576230492196879,0.44357743097238894
275,275,0.3799519807923169,0.7142857142857143,0.5576230492196879,0.4429771908763505
276,276,0.38115246098439376,0.7064825930372148,0.5582232893157263,0.44417767106842737
277,277,0.3895558223289316,0.3007202881152461,0.556422569027611,0.4411764705882353
278,278,0.3799519807923169,0.7136854741896759,0.5576230492196879,0.4429771908763505
279,279,0.3799519807923169,0.7136854741896759,0.5576230492196879,0.4429771908763505
280,280,0.3799519807923169,0.7136854741896759,0.5576230492196879,0.4429771908763505
281,281,0.3799519807923169,0.7136854741896759,0.5576230492196879,0.4429771908763505
282,282,0.3799519807923169,0.7136854741896759,0.5576230492196879,0.4429771908763505
283,283,0.3949579831932773,0.30012004801920766,0.5594237695078031,0.4837935174069628
284,284,0.3943577430972389,0.3007202881152461,0.5582232893157263,0.5336134453781513
285,285,0.3949579831932773,0.3079231692677071,0.5570228091236494,0.5306122448979592
286,286,0.39915966386554624,0.29111644657863145,0.5582232893157263,0.48679471788715484
287,287,0.3949579831932773,0.2935174069627851,0.5582232893157263,0.4969987995198079
288,288,0.3943577430972389,0.2935174069627851,0.5594237695078031,0.5132052821128451
289,289,0.3955582232893157,0.28991596638655465,0.5612244897959183,0.536014405762305
290,290,0.3949579831932773,0.2917166866746699,0.5582232893157263,0.5
291,291,0.3949579831932773,0.29111644657863145,0.5570228091236494,0.524609843937575
292,292,0.3949579831932773,0.29111644657863145,0.5570228091236494,0.524609843937575
293,293,0.3949579831932773,0.2917166866746699,0.556422569027611,0.5210084033613446
294,294,0.3949579831932773,0.2917166866746699,0.5570228091236494,0.5198079231692677
295,295,0.3817527010804322,0.5060024009603842,0.5558223289315727,0.44237695078031214
296,296,0.3817527010804322,0.5858343337334934,0.556422569027611,0.4429771908763505
297,297,0.3871548619447779,0.6440576230492197,0.5552220888355343,0.4411764705882353
298,298,0.38115246098439376,0.6650660264105642,0.5600240096038416,0.44237695078031214
299,299,0.38115246098439376,0.7016806722689075,0.5558223289315727,0.44237695078031214
300,300,0.3937575030012005,0.30192076830732295,0.5594237695078031,0.47959183673469385
301,301,0.3817527010804322,0.47058823529411764,0.5540216086434574,0.44357743097238894
302,302,0.3817527010804322,0.687875150060024,0.5558223289315727,0.44237695078031214
303,303,0.3817527010804322,0.687875150060024,0.5558223289315727,0.44237695078031214
304,304,0.38235294117647056,0.6548619447779112,0.5552220888355343,0.4429771908763505
305,305,0.3817527010804322,0.7346938775510204,0.5558223289315727,0.44237695078031214
306,306,0.38115246098439376,0.6794717887154862,0.5582232893157263,0.4429771908763505
307,307,0.3865546218487395,0.6650660264105642,0.5570228091236494,0.4411764705882353
308,308,0.38055222088835533,0.6698679471788715,0.5576230492196879,0.4447779111644658
309,309,0.38055222088835533,0.7022809123649459,0.5576230492196879,0.4429771908763505
310,310,0.39315726290516206,0.3025210084033613,0.5588235294117647,0.5336134453781513
311,311,0.38055222088835533,0.634453781512605,0.5558223289315727,0.4429771908763505
312,312,0.38055222088835533,0.6818727490996399,0.5570228091236494,0.4429771908763505
313,313,0.38055222088835533,0.6818727490996399,0.5570228091236494,0.4429771908763505
314,314,0.38115246098439376,0.7052821128451381,0.556422569027611,0.4429771908763505
315,315,0.38055222088835533,0.7202881152460985,0.5570228091236494,0.4429771908763505
316,316,0.3859543817527011,0.6884753901560624,0.5582232893157263,0.4417767106842737
317,317,0.38055222088835533,0.7046818727490997,0.5588235294117647,0.44357743097238894
318,318,0.38115246098439376,0.7100840336134454,0.5588235294117647,0.4429771908763505
319,319,0.3943577430972389,0.3085234093637455,0.5582232893157263,0.5336134453781513
320,320,0.38055222088835533,0.7010804321728692,0.5576230492196879,0.44357743097238894
321,321,0.38055222088835533,0.7527010804321729,0.5582232893157263,0.4429771908763505
322,322,0.38055222088835533,0.7527010804321729,0.5582232893157263,0.4429771908763505
323,323,0.3835534213685474,0.6914765906362546,0.5570228091236494,0.4429771908763505
324,324,0.38055222088835533,0.7388955582232893,0.5582232893157263,0.4429771908763505
325,325,0.3859543817527011,0.6830732292917167,0.5582232893157263,0.4429771908763505
326,326,0.3871548619447779,0.695078031212485,0.5582232893157263,0.4417767106842737
327,327,0.3979591836734694,0.2917166866746699,0.5576230492196879,0.4963985594237695
328,328,0.3865546218487395,0.6914765906362546,0.5570228091236494,0.4411764705882353
329,329,0.3865546218487395,0.6956782713085234,0.5570228091236494,0.4417767106842737
330,330,0.3865546218487395,0.6956782713085234,0.5570228091236494,0.4417767106842737
331,331,0.3865546218487395,0.6926770708283313,0.5558223289315727,0.4417767106842737
332,332,0.3865546218487395,0.6992797118847539,0.5570228091236494,0.4417767106842737
333,333,0.38055222088835533,0.7088835534213686,0.5594237695078031,0.4429771908763505
334,334,0.3937575030012005,0.29411764705882354,0.5588235294117647,0.5096038415366146
335,335,0.3799519807923169,0.6944777911164466,0.5588235294117647,0.44237695078031214
336,336,0.3799519807923169,0.7046818727490997,0.5582232893157263,0.4429771908763505
337,337,0.3799519807923169,0.7046818727490997,0.5582232893157263,0.4429771908763505
338,338,0.38055222088835533,0.7064825930372148,0.5576230492196879,0.44237695078031214
339,339,0.3799519807923169,0.7064825930372148,0.5576230492196879,0.4417767106842737
340,340,0.39315726290516206,0.2935174069627851,0.5600240096038416,0.514405762304922
341,341,0.3799519807923169,0.7082833133253301,0.5576230492196879,0.4429771908763505
342,342,0.3799519807923169,0.7106842737094838,0.5576230492196879,0.4429771908763505
343,343,0.3799519807923169,0.7106842737094838,0.5576230492196879,0.4429771908763505
344,344,0.3799519807923169,0.7118847539015606,0.5576230492196879,0.4429771908763505
345,345,0.3799519807923169,0.7112845138055222,0.5576230492196879,0.4429771908763505
346,346,0.3937575030012005,0.2923169267707083,0.5588235294117647,0.5126050420168067
347,347,0.3937575030012005,0.2923169267707083,0.5582232893157263,0.5198079231692677
348,348,0.3937575030012005,0.2923169267707083,0.5582232893157263,0.5198079231692677
349,349,0.3937575030012005,0.2917166866746699,0.5576230492196879,0.521608643457383
350,350,0.3937575030012005,0.2917166866746699,0.5582232893157263,0.5192076830732293
351,351,0.38055222088835533,0.741296518607443,0.5570228091236494,0.4429771908763505
